v,x,y,yaw,s,km,kf
4,1,0,0,1,0,0
4,25.0010620295684,-29.9874078722602,-0.787023090981018,44.479061686732,-0.058593015213223,0.127811393990689
4,5.08836969265848,-25.0373174577704,-0.772070729163775,35.2986557944016,-0.1134367656165,0.319964102550407
4,10.0523329642139,-25.0061861414467,-0.781927590393662,34.2905210249361,-0.102071968234866,0.269776369874405
4,14.9797140718661,-24.987065391958,-0.783392715217005,34.932529865804,-0.087376823855048,0.21569211419073
4,19.973801582029,-25.0035198843583,-0.780128438099386,36.7242841012701,-0.072636118355428,0.163633051499396
4,25.0062068755178,-24.9732772745492,-0.787591641093855,39.3342290387203,-0.059541220841634,0.118672636446159
4,4.99205081367127,-19.9883736873799,-0.790469909209761,27.8588830165558,-0.139266991582884,0.379420633417236
4,9.9509515154539,-19.9496151371092,-0.803218502634044,27.4893992391315,-0.119024496603051,0.298666021970491
4,15.0520733940661,-19.9369870966025,-0.789861742491337,28.8924468222853,-0.095100774132728,0.215759071608891
4,20.0078465514449,-20.0497245590363,-0.772243674207716,31.4250774166478,-0.074734065367415,0.149371624366295
4,25.0072112600654,-19.9992220422897,-0.784884413687125,34.7387918136417,-0.058180261987806,0.09790206660594
4,4.99187767253159,-14.988949569987,-0.793039365533434,20.6720299191404,-0.177022291261003,0.467000060613167
4,10.0212039431179,-15.0224477202255,-0.773968658123985,21.2615054821143,-0.137106471704534,0.324967724615901
4,14.9511384588409,-14.9249184580491,-0.802708544353751,23.561384950213,-0.099543655357205,0.196992781352263
4,19.9645616746654,-15.020295225913,-0.783438502247627,26.8890411597329,-0.07200786501209,0.113137019507773
4,25.0687962567881,-15.0661362398483,-0.77978010543363,30.8782259112219,-0.05273756272539,0.059287364075025
4,5.03202203936853,-10.0412277763704,-0.753566306804318,13.9387624051019,-0.232679851780374,0.602877699090856
4,9.98056957948422,-9.97792897542301,-0.794301898552417,15.6915759963269,-0.149701778900803,0.29459258312755
4,14.9391030007043,-9.9383136066217,-0.795991419839169,19.1643043720857,-0.092493761589859,0.123772866737364
4,19.9694089013,-9.97257800655579,-0.78694346245263,23.3326098357488,-0.060137738437449,0.038688629229822
4,25.0424495308269,-10.0341941583596,-0.785608194163826,27.9734947030356,-0.041432476473456,-0.002756852458469
4,5.05337404703032,-5.00310192371831,-0.7585750754186,7.87627180783432,-0.294604638437591,0.589974230495411
4,10.0470448312211,-5.04287738126909,-0.779145805434829,11.7261670561392,-0.121278719404091,0.089083209767186
4,15.0720628136543,-5.02857914450105,-0.781110349062102,16.2838919328733,-0.060577592303734,-0.044950309200663
4,20.0202756417401,-5.02992194986161,-0.787810010419549,21.1483331314015,-0.035975880433035,-0.080485659233444
4,25.0532377943588,-5.05372189935157,-0.79205624626266,26.0724880108461,-0.023475957062476,-0.087616519173077
4,4.92035139101965,0.027290158464907,-0.752252203993987,4.96344666693929,-0.007537667500275,-0.830001160152636
4,9.98263372801997,0.014160452928224,-0.775233802929728,10.1645880350598,-0.003361130462752,-0.444783067558796
4,15.0177113206881,-0.033575428347515,-0.814472101449741,15.3175670720186,-0.002082633976889,-0.307317994478776
4,19.9364955234566,0.06090669587501,-0.763841959505948,20.2946084339301,-0.00041239331537,-0.221765766206368
4,24.9854728655679,0.014687266242172,-0.780875581188081,25.4234050315765,-0.000343624401271,-0.178570399751489
4,4.98896542318656,4.99335134057365,-0.837860741047903,8.09535152418313,0.288435885258173,-1.27257166612907
4,9.94892531925563,5.00952175852959,-0.751357405194142,11.8510665154828,0.11864040021923,-0.757482244613993
4,14.9465791894579,5.03891109103428,-0.735489104996636,16.5960986109489,0.056927492524118,-0.492352244863258
4,20.0448245521687,4.94469636717698,-0.802960934393411,21.4551779090271,0.03326663117646,-0.346244227287441
4,25.0596586403311,4.93911150785001,-0.808323692371483,26.4470149962533,0.021589241623587,-0.263448183444773
4,5.02812706371104,9.97782405657699,-0.850203134544698,14.8303210495102,0.220236872082812,-1.00223856574886
